tag	name	len	vol	rad	voxc	defc	col	tips	parent	beta	gamma	nchild	q	s
patient12.gd	"(116, 255, 30)-(118, 313, 37)"	92.09426	11009.53292	6.168694	7089	872	#ff0010	61	NA	NA	NA	2	1.411115715	0.506857808
patient12.gd	"(116, 255, 30)-(124, 226, 36)"	48.710706	1306.906111	2.922369	1014	276	#28ff7fffffffffffffd8	10	"(116, 255, 30)-(118, 313, 37)"	0.473742	0.528922	2	1.630322724	NA
patient12.gd	"(124, 226, 36)-(138, 215, 35)"	29.495099	504.699515	2.333816	292	7	#ff0076	7	"(116, 255, 30)-(124, 226, 36)"	0.798604	0.605516	2	1.394441562	0.345512138
patient12.gd	"(138, 215, 35)-(142, 217, 35)"	6.686205	83.231148	1.990573	59	12	#d0ff7fffffffffffff30	4	"(124, 226, 36)-(138, 215, 35)"	0.852926	0.226689	2	NA	NA
patient12.gd	"(142, 217, 35)-(152, 214, 40)"	18.311505	40.730136	0.841436	24	1	#3b00ff	1	"(138, 215, 35)-(142, 217, 35)"	0.42271	2.7387	0	NA	NA
patient12.gd	"(142, 217, 35)-(146, 222, 32)"	9.149389	150.524417	2.288403	89	4	#0086ff	3	"(138, 215, 35)-(142, 217, 35)"	1.14962	1.368398	2	3.028126834	NA
patient12.gd	"(146, 222, 32)-(156, 225, 31)"	18.357509	270.94395	2.167494	155	2	#ffc67ffffffffffffec9	2	"(142, 217, 35)-(146, 222, 32)"	0.947165	2.006419	2	2.077088886	NA
patient12.gd	"(156, 225, 31)-(197, 250, 37)"	63.310242	687.09969	1.858651	395	7	#2900ff	1	"(146, 222, 32)-(156, 225, 31)"	0.857512	3.448738	0	NA	NA
patient12.gd	"(156, 225, 31)-(158, 223, 31)"	3.34664	14.167004	1.160806	8	0	#00fff5	1	"(146, 222, 32)-(156, 225, 31)"	0.535552	0.182304	0	NA	NA
patient12.gd	"(143, 225, 29)-(146, 222, 32)"	7.110502	33.646634	1.227286	19	0	#0003ff	1	"(142, 217, 35)-(146, 222, 32)"	0.536307	0.777156	0	NA	NA
patient12.gd	"(138, 215, 35)-(139, 214, 34)"	2.097618	3.541751	0.733113	2	0	#00feff	3	"(124, 226, 36)-(138, 215, 35)"	0.314126	0.071117	2	NA	NA
patient12.gd	"(139, 214, 34)-(140, 213, 34)"	1.67332	3.541751	0.820814	2	0	#a200ff	1	"(138, 215, 35)-(139, 214, 34)"	1.119628	0.797724	0	NA	NA
patient12.gd	"(135, 209, 32)-(139, 214, 34)"	8.725091	56.668016	1.437835	32	0	#19ff7fffffffffffffe7	2	"(138, 215, 35)-(139, 214, 34)"	1.961274	4.159524	2	1.291730726	NA
patient12.gd	"(135, 209, 32)-(135, 210, 30)"	3.829669	8.854377	0.857874	5	0	#f700ff	1	"(135, 209, 32)-(139, 214, 34)"	0.596643	0.438926	0	NA	NA
patient12.gd	"(129, 204, 31)-(135, 209, 32)"	9.974114	21.250506	0.823517	12	0	#8900ff	1	"(135, 209, 32)-(139, 214, 34)"	0.572748	1.143153	0	NA	NA
patient12.gd	"(98, 86, 33)-(124, 226, 36)"	229.918317	1448.576151	1.416149	1213	395	#94ff7fffffffffffff6c	3	"(116, 255, 30)-(124, 226, 36)"	0.484589	4.720078	2	1.694528186	0.21420835
patient12.gd	"(98, 86, 33)-(99, 85, 33)"	1.67332	3.541751	0.820814	2	0	#ff717ffffffffffffe74	2	"(98, 86, 33)-(124, 226, 36)"	0.57961	0.007278	2	NA	NA
patient12.gd	"(99, 85, 33)-(108, 84, 48)"	28.314376	72.605895	0.903457	52	11	#0076ff	1	"(98, 86, 33)-(99, 85, 33)"	1.100685	16.921076	0	NA	NA
patient12.gd	"(99, 85, 33)-(101, 87, 33)"	3.34664	5.312626	0.710845	3	0	#ff00e8	1	"(98, 86, 33)-(99, 85, 33)"	0.866025	2	0	NA	NA
