tag	name	len	vol	rad	voxc	defc	col	tips	parent	beta	gamma	nchild	q	s
patient15.gd	"(108, 247, 36)-(114, 256, 49)"	23.044649	1839.939634	5.041291	1208	169	#ff7e7ffffffffffffe81	70	NA	NA	NA	2	0.370463209	0.27638953
patient15.gd	"(114, 256, 49)-(115, 257, 49)"	1.67332	3.541751	0.820814	2	0	#9eff7fffffffffffff62	68	"(108, 247, 36)-(114, 256, 49)"	0.162818	0.072612	2	NA	NA
patient15.gd	"(115, 257, 49)-(121, 262, 39)"	18.214063	646.369554	3.36095	478	113	#ff157ffffffffffffe18	58	"(114, 256, 49)-(115, 257, 49)"	4.094657	10.884985	2	1.429825366	0.44985972
patient15.gd	"(121, 262, 39)-(122, 263, 39)"	1.67332	3.541751	0.820814	2	0	#ff00cd	36	"(115, 257, 49)-(121, 262, 39)"	0.244221	0.09187	2	NA	NA
patient15.gd	"(122, 263, 39)-(126, 265, 45)"	11.021866	396.67611	3.384664	262	38	#ff6d7ffffffffffffe70	35	"(121, 262, 39)-(122, 263, 39)"	4.123547	6.586825	2	1.411242621	0.888758962
patient15.gd	"(126, 265, 45)-(129, 263, 48)"	5.927286	79.689397	2.068699	66	21	#4400ff	4	"(122, 263, 39)-(126, 265, 45)"	0.611198	0.537775	2	2.373628781	NA
patient15.gd	"(129, 263, 48)-(132, 261, 51)"	5.927286	53.126265	1.689086	39	9	#ff0074	3	"(126, 265, 45)-(129, 263, 48)"	0.816497	1	2	1.981496768	NA
patient15.gd	"(132, 261, 51)-(134, 260, 53)"	3.829669	17.708755	1.213217	10	0	#ff3f7ffffffffffffe42	2	"(129, 263, 48)-(132, 261, 51)"	0.718268	0.646108	2	3.472119426	NA
patient15.gd	"(134, 260, 53)-(139, 260, 55)"	7.013749	23.021381	1.022152	13	0	#ff307ffffffffffffe33	1	"(132, 261, 51)-(134, 260, 53)"	0.842514	1.831425	0	NA	NA
patient15.gd	"(132, 256, 55)-(134, 260, 53)"	6.686205	19.47963	0.962998	16	5	#2c00ff	1	"(132, 261, 51)-(134, 260, 53)"	0.793756	1.745896	0	NA	NA
patient15.gd	"(129, 250, 52)-(132, 261, 51)"	16.132192	69.064144	1.16736	39	0	#0018ff	1	"(129, 263, 48)-(132, 261, 51)"	0.691119	2.721683	0	NA	NA
patient15.gd	"(127, 260, 51)-(129, 263, 48)"	5.927286	35.41751	1.379133	36	16	#ff0089	1	"(126, 265, 45)-(129, 263, 48)"	0.666667	1	0	NA	NA
patient15.gd	"(126, 265, 45)-(128, 267, 47)"	4.195235	56.668016	2.073557	68	36	#ff006e	31	"(122, 263, 39)-(126, 265, 45)"	0.612633	0.380628	2	NA	NA
patient15.gd	"(128, 267, 47)-(136, 261, 44)"	15.470027	297.507082	2.474162	206	38	#7aff7fffffffffffff86	5	"(126, 265, 45)-(128, 267, 47)"	1.193197	3.687523	2	0.930832735	0.621391627
patient15.gd	"(136, 261, 44)-(142, 263, 41)"	9.601471	72.605895	1.551465	45	4	#ff0026	1	"(128, 267, 47)-(136, 261, 44)"	0.627067	0.62065	0	NA	NA
patient15.gd	"(136, 260, 43)-(136, 261, 44)"	1.732051	3.541751	0.806777	2	0	#b5ff7fffffffffffff4b	4	"(128, 267, 47)-(136, 261, 44)"	0.326081	0.111962	2	NA	NA
patient15.gd	"(136, 260, 43)-(137, 258, 41)"	3.829669	17.708755	1.213217	10	0	#00ff88	1	"(136, 260, 43)-(136, 261, 44)"	1.503781	2.21106	0	NA	NA
patient15.gd	"(133, 260, 42)-(136, 260, 43)"	5.927286	51.355389	1.660696	31	2	#a300ff	3	"(136, 260, 43)-(136, 261, 44)"	2.058431	3.42212	2	NA	NA
patient15.gd	"(132, 264, 40)-(133, 260, 42)"	7.176309	139.899164	2.491048	89	10	#00ff63	2	"(133, 260, 42)-(136, 260, 43)"	1.500002	1.210724	2	1.288932111	NA
patient15.gd	"(132, 264, 40)-(133, 263, 39)"	2.097618	3.541751	0.733113	2	0	#0057ff	1	"(132, 264, 40)-(133, 260, 42)"	0.294299	0.292298	0	NA	NA
patient15.gd	"(131, 270, 38)-(132, 264, 40)"	10.928964	148.753541	2.081466	101	17	#0600ff	1	"(132, 264, 40)-(133, 260, 42)"	0.835578	1.522923	0	NA	NA
patient15.gd	"(132, 256, 44)-(133, 260, 42)"	7.176309	63.751518	1.681589	46	10	#ff857ffffffffffffe88	1	"(133, 260, 42)-(136, 260, 43)"	1.012581	1.210724	0	NA	NA
patient15.gd	"(128, 267, 47)-(132, 275, 51)"	13.247872	873.041616	4.580042	556	63	#ff00cd	26	"(126, 265, 45)-(128, 267, 47)"	2.208786	3.157838	2	1.526498788	1.35145633
patient15.gd	"(132, 275, 51)-(136, 280, 50)"	8.300794	262.089572	3.170225	168	20	#ff007a	23	"(128, 267, 47)-(132, 275, 51)"	0.692183	0.626576	2	2.971530122	NA
patient15.gd	"(136, 280, 50)-(140, 280, 47)"	7.235039	115.106907	2.250377	75	10	#00ff07	2	"(132, 275, 51)-(136, 280, 50)"	0.709848	0.871608	2	0.975303561	NA
patient15.gd	"(140, 280, 47)-(144, 278, 48)"	6.13737	23.021381	1.092697	14	1	#00ff03	1	"(136, 280, 50)-(140, 280, 47)"	0.485562	0.848284	0	NA	NA
patient15.gd	"(140, 280, 47)-(143, 283, 43)"	7.659337	30.104883	1.118531	18	1	#0078ff	1	"(136, 280, 50)-(140, 280, 47)"	0.497041	1.058645	0	NA	NA
patient15.gd	"(136, 280, 50)-(136, 290, 50)"	15.621379	364.800351	2.726421	220	14	#00ffbe	21	"(132, 275, 51)-(136, 280, 50)"	0.860009	1.881914	2	1.278816316	3.256015095
patient15.gd	"(136, 290, 50)-(140, 299, 45)"	14.979923	67.293269	1.195793	41	3	#ff5b7ffffffffffffe5e	1	"(136, 280, 50)-(136, 290, 50)"	0.438594	0.958937	0	NA	NA
patient15.gd	"(134, 295, 51)-(136, 290, 50)"	8.300794	99.169027	1.950084	59	3	#00ff9f	20	"(136, 280, 50)-(136, 290, 50)"	0.715254	0.531374	2	1.124875816	NA
patient15.gd	"(134, 295, 51)-(142, 317, 49)"	30.924716	148.753541	1.237388	84	0	#0042ff	1	"(134, 295, 51)-(136, 290, 50)"	0.634531	3.725513	0	NA	NA
patient15.gd	"(132, 297, 52)-(134, 295, 51)"	3.770938	8.854377	0.864529	5	0	#ff000e	19	"(134, 295, 51)-(136, 290, 50)"	0.443329	0.454286	2	NA	NA
patient15.gd	"(130, 295, 51)-(132, 297, 52)"	3.770938	12.396128	1.022924	8	1	#2600ff	17	"(132, 297, 52)-(134, 295, 51)"	1.183216	1	2	NA	NA
patient15.gd	"(130, 295, 51)-(131, 303, 60)"	18.607414	54.89714	0.969074	32	1	#00ffb6	1	"(130, 295, 51)-(132, 297, 52)"	0.947357	4.934426	0	NA	NA
