tag	name	len	vol	rad	voxc	defc	col	tips	parent	beta	gamma	nchild	q	s
patient8.gd	"(101, 249, 29)-(103, 210, 25)"	61.233695	6746.843187	5.92216	3302	159	#ff217ffffffffffffe24	106	NA	NA	NA	2	2.079543623	0.421280383
patient8.gd	"(102, 207, 25)-(103, 210, 25)"	4.318677	191.049648	3.752519	126	37	#ff00aa	9	"(101, 249, 29)-(103, 210, 25)"	0.63364	0.070528	2	1.375095893	NA
patient8.gd	"(102, 207, 25)-(114, 182, 24)"	46.824183	938.075238	2.525276	600	163	#ff0029	8	"(102, 207, 25)-(103, 210, 25)"	0.672955	10.842253	2	0.692760146	0.541861792
patient8.gd	"(114, 181, 23)-(114, 182, 24)"	1.843909	4.293251	0.860892	2	0	#0010ff	7	"(102, 207, 25)-(114, 182, 24)"	0.34091	0.039379	2	NA	NA
patient8.gd	"(114, 181, 23)-(116, 180, 19)"	6.873367	17.173002	0.891792	8	0	#ff007a	2	"(114, 181, 23)-(114, 182, 24)"	1.035893	3.727607	2	4.73147924	NA
patient8.gd	"(116, 180, 19)-(120, 178, 17)"	7.133742	12.879752	0.758089	6	0	#00ffbe	1	"(114, 181, 23)-(116, 180, 19)"	0.850074	1.037882	0	NA	NA
patient8.gd	"(116, 180, 19)-(117, 181, 18)"	2.236068	4.293251	0.781764	2	0	#00ff9f	1	"(114, 181, 23)-(116, 180, 19)"	0.876622	0.325324	0	NA	NA
patient8.gd	"(114, 180, 24)-(114, 181, 23)"	1.843909	4.293251	0.860892	2	0	#ff000e	5	"(114, 181, 23)-(114, 182, 24)"	1	1	2	NA	NA
patient8.gd	"(114, 180, 24)-(115, 180, 25)"	1.843909	4.293251	0.860892	2	0	#00ff20	4	"(114, 180, 24)-(114, 181, 23)"	1	1	2	NA	NA
patient8.gd	"(115, 180, 25)-(116, 181, 26)"	2.236068	4.293251	0.781764	2	0	#00ff98	3	"(114, 180, 24)-(115, 180, 25)"	0.908087	1.212678	2	NA	NA
patient8.gd	"(116, 181, 26)-(154, 191, 20)"	59.374888	899.435983	2.195881	420	1	#005dff	2	"(115, 180, 25)-(116, 181, 26)"	2.80888	26.553257	2	1.280040692	0.582975308
patient8.gd	"(154, 191, 20)-(172, 203, 23)"	30.39736	201.782774	1.453614	94	0	#ffb27ffffffffffffeb5	1	"(116, 181, 26)-(154, 191, 20)"	0.661973	0.511956	0	NA	NA
patient8.gd	"(153, 189, 16)-(154, 191, 20)"	8.552113	32.199379	1.094743	15	0	#ff0066	1	"(116, 181, 26)-(154, 191, 20)"	0.498544	0.144036	0	NA	NA
patient8.gd	"(116, 181, 26)-(117, 178, 31)"	8.607167	55.812257	1.436679	26	0	#8600ff	1	"(115, 180, 25)-(116, 181, 26)"	1.83774	3.849242	0	NA	NA
patient8.gd	"(110, 178, 30)-(115, 180, 25)"	10.788181	64.398758	1.378446	32	2	#00d6ff	1	"(114, 180, 24)-(115, 180, 25)"	1.601184	5.850713	0	NA	NA
patient8.gd	"(111, 177, 24)-(114, 180, 24)"	6.26099	30.052754	1.236077	14	0	#2600ff	1	"(114, 180, 24)-(114, 181, 23)"	1.435811	3.395499	0	NA	NA
patient8.gd	"(112, 196, 7)-(114, 182, 24)"	32.955244	103.038012	0.997612	51	3	#c0ff7fffffffffffff40	1	"(102, 207, 25)-(114, 182, 24)"	0.395051	0.703808	0	NA	NA
patient8.gd	"(102, 203, 28)-(102, 207, 25)"	7.71274	96.598137	1.996664	70	25	#0091ff	1	"(102, 207, 25)-(103, 210, 25)"	0.532087	1.785904	0	NA	NA
patient8.gd	"(96, 205, 14)-(103, 210, 25)"	23.900863	1644.314948	4.679622	954	188	#ff00b5	97	"(101, 249, 29)-(103, 210, 25)"	0.790188	0.390322	2	1.378502126	0.492671582
patient8.gd	"(96, 205, 14)-(97, 204, 15)"	2.236068	4.293251	0.781764	2	0	#3f00ff	37	"(96, 205, 14)-(103, 210, 25)"	0.167057	0.093556	2	NA	NA
patient8.gd	"(97, 204, 15)-(103, 165, 24)"	64.319107	1348.080662	2.582932	740	112	#00ff25	13	"(96, 205, 14)-(97, 204, 15)"	3.303979	28.764379	2	2.320692665	0.667837838
patient8.gd	"(103, 165, 24)-(106, 138, 22)"	47.862098	860.796729	2.392652	411	10	#00ffdf	12	"(97, 204, 15)-(103, 165, 24)"	0.926332	0.744135	2	NA	0.449083733
patient8.gd	"(106, 138, 22)-(109, 127, 21)"	20.66877	251.155155	1.966703	131	14	#bbff7fffffffffffff45	11	"(103, 165, 24)-(106, 138, 22)"	0.821976	0.43184	2	0.751329433	0.311680226
patient8.gd	"(109, 127, 21)-(110, 126, 22)"	2.236068	4.293251	0.781764	2	0	#ff8c7ffffffffffffe8f	8	"(106, 138, 22)-(109, 127, 21)"	0.3975	0.108186	2	NA	NA
patient8.gd	"(110, 126, 22)-(116, 107, 20)"	38.547342	221.102402	1.351215	106	3	#0042ff	1	"(109, 127, 21)-(110, 126, 22)"	1.728418	17.238896	0	NA	NA
patient8.gd	"(110, 126, 22)-(111, 124, 24)"	5.868831	79.425135	2.075526	48	11	#ff007ffffffffffffe03	7	"(109, 127, 21)-(110, 126, 22)"	2.654927	2.624621	2	2.245601643	NA
patient8.gd	"(111, 124, 24)-(119, 116, 39)"	35.72696	96.598137	0.927708	46	1	#00ddff	2	"(110, 126, 22)-(111, 124, 24)"	0.446975	6.087577	2	NA	0.520004274
patient8.gd	"(119, 116, 39)-(122, 110, 50)"	18.948135	57.958882	0.986738	28	1	#af00ff	1	"(111, 124, 24)-(119, 116, 39)"	1.06363	0.53036	0	NA	NA
patient8.gd	"(119, 116, 39)-(119, 118, 40)"	3.10882	8.586501	0.937638	4	0	#ff5f7ffffffffffffe62	1	"(111, 124, 24)-(119, 116, 39)"	1.010704	0.087016	0	NA	NA
patient8.gd	"(98, 88, 19)-(111, 124, 24)"	68.462649	789.958095	1.916462	369	1	#ff00c7	5	"(110, 126, 22)-(111, 124, 24)"	0.923362	11.665466	2	1.558091721	0.338627089
patient8.gd	"(98, 88, 19)-(101, 78, 20)"	22.504168	180.316522	1.597024	84	0	#0058ff	4	"(98, 88, 19)-(111, 124, 24)"	0.833319	0.328707	2	1.915750609	1.939217048
patient8.gd	"(101, 78, 20)-(110, 79, 15)"	15.719234	68.692008	1.179404	32	0	#00ffe2	2	"(98, 88, 19)-(101, 78, 20)"	0.738501	0.698503	2	2.274730751	NA
patient8.gd	"(110, 79, 15)-(120, 68, 19)"	22.709488	62.252132	0.934111	30	1	#ff002d	1	"(101, 78, 20)-(110, 79, 15)"	0.79202	1.444694	0	NA	NA
patient8.gd	"(110, 79, 15)-(115, 75, 29)"	31.08966	62.252132	0.798352	29	0	#00ffb6	1	"(101, 78, 20)-(110, 79, 15)"	0.676911	1.97781	0	NA	NA
patient8.gd	"(93, 80, 15)-(101, 78, 20)"	15.762585	53.665631	1.041021	25	0	#ff004c	2	"(98, 88, 19)-(101, 78, 20)"	0.651851	0.70043	2	NA	NA
patient8.gd	"(92, 58, 17)-(93, 80, 15)"	49.258793	176.023271	1.066518	87	5	#00ff77	1	"(93, 80, 15)-(101, 78, 20)"	1.024492	3.125045	0	NA	NA
patient8.gd	"(88, 77, 20)-(93, 80, 15)"	11.158665	21.466253	0.782523	10	0	#ff00dd	1	"(93, 80, 15)-(101, 78, 20)"	0.751688	0.707921	0	NA	NA
patient8.gd	"(97, 87, 20)-(98, 88, 19)"	2.236068	4.293251	0.781764	2	0	#1bff7fffffffffffffe5	1	"(98, 88, 19)-(111, 124, 24)"	0.40792	0.032661	0	NA	NA
patient8.gd	"(108, 128, 20)-(109, 127, 21)"	2.236068	4.293251	0.781764	2	0	#90ff7fffffffffffff70	3	"(106, 138, 22)-(109, 127, 21)"	0.3975	0.108186	2	NA	NA
patient8.gd	"(108, 128, 20)-(117, 133, 5)"	31.950708	126.65089	1.123282	60	1	#ff0012	2	"(108, 128, 20)-(109, 127, 21)"	1.436856	14.288791	2	3.620731087	0.4614519
patient8.gd	"(116, 133, 4)-(117, 133, 5)"	1.843909	4.293251	0.860892	2	0	#00f8ff	1	"(108, 128, 20)-(117, 133, 5)"	0.766407	0.057711	0	NA	NA
patient8.gd	"(111, 136, 0)-(117, 133, 5)"	16.243178	49.372381	0.98363	30	7	#00fcff	1	"(108, 128, 20)-(117, 133, 5)"	0.875674	0.508382	0	NA	NA
patient8.gd	"(104, 135, 13)-(108, 128, 20)"	19.842562	55.812257	0.946218	79	53	#ff0097	1	"(108, 128, 20)-(109, 127, 21)"	1.210362	8.873863	0	NA	NA
patient8.gd	"(104, 139, 23)-(106, 138, 22)"	3.632763	83.718385	2.708426	80	41	#ff0075	1	"(103, 165, 24)-(106, 138, 22)"	1.131977	0.075901	0	NA	NA
patient8.gd	"(100, 166, 25)-(103, 165, 24)"	4.897674	21.466253	1.181159	12	2	#00ffb2	1	"(97, 204, 15)-(103, 165, 24)"	0.457294	0.076146	0	NA	NA
patient8.gd	"(84, 187, 16)-(97, 204, 15)"	33.037291	1760.232712	4.118204	926	106	#ff907ffffffffffffe93	24	"(96, 205, 14)-(97, 204, 15)"	5.267836	14.774726	2	1.790113586	1.444601602
patient8.gd	"(79, 180, 15)-(84, 187, 16)"	18.292407	319.847164	2.359179	167	18	#8c00ff	15	"(84, 187, 16)-(97, 204, 15)"	0.572866	0.55369	2	NA	NA
patient8.gd	"(79, 166, 24)-(79, 180, 15)"	26.320576	478.697433	2.406068	226	3	#1c00ff	14	"(79, 180, 15)-(84, 187, 16)"	1.019875	1.43888	2	4.23618794	NA
patient8.gd	"(77, 163, 25)-(79, 166, 24)"	5.289833	17.173002	1.016546	8	0	#00ffcd	1	"(79, 166, 24)-(79, 180, 15)"	0.422493	0.200977	0	NA	NA
patient8.gd	"(77, 140, 23)-(79, 166, 24)"	43.858851	787.81147	2.391154	375	8	#07ff7ffffffffffffff9	13	"(79, 166, 24)-(79, 180, 15)"	0.993802	1.666333	2	2.579060703	NA
patient8.gd	"(77, 140, 23)-(79, 136, 21)"	7.133742	64.398758	1.695138	34	4	#31ff7fffffffffffffcf	6	"(77, 140, 23)-(79, 166, 24)"	0.70892	0.162652	2	NA	1.627537174
patient8.gd	"(79, 136, 21)-(81, 138, 19)"	4.472136	15.026377	1.034177	7	0	#00a0ff	1	"(77, 140, 23)-(79, 136, 21)"	0.610084	0.626899	0	NA	NA
patient8.gd	"(79, 133, 21)-(79, 136, 21)"	4.84262	53.665631	1.878162	25	0	#4eff7fffffffffffffb2	5	"(77, 140, 23)-(79, 136, 21)"	1.10797	0.678833	2	2.444927138	NA
