tag	name	len	vol	rad	voxc	defc	col	tips	parent	beta	gamma	nchild	q	s
patient6.gd	"(86, 317, 38)-(99, 248, 42)"	106.47432	9706.168559	5.386747	6013	532	#00ffdc	23	NA	NA	NA	2	0.887049883	0.235628815
patient6.gd	"(99, 248, 42)-(104, 249, 42)"	7.386392	270.94395	3.417029	199	46	#5fff7fffffffffffffa1	1	"(86, 317, 38)-(99, 248, 42)"	0.63434	0.069373	0	NA	NA
patient6.gd	"(97, 246, 40)-(99, 248, 42)"	4.195235	31.875759	1.555167	36	18	#ffbe7ffffffffffffec1	22	"(86, 317, 38)-(99, 248, 42)"	0.288703	0.039401	2	NA	NA
patient6.gd	"(97, 246, 40)-(98, 243, 44)"	7.557764	247.922569	3.231368	196	56	#ff777ffffffffffffe7a	1	"(97, 246, 40)-(99, 248, 42)"	2.077826	1.801511	0	NA	NA
patient6.gd	"(96, 244, 34)-(97, 246, 40)"	9.823592	541.8879	4.190295	396	90	#0037ff	21	"(97, 246, 40)-(99, 248, 42)"	2.694433	2.341607	2	2.534146351	NA
patient6.gd	"(96, 244, 34)-(99, 248, 28)"	12.329619	398.446985	3.20727	303	78	#ff00a9	1	"(96, 244, 34)-(97, 246, 40)"	0.765404	1.255103	0	NA	NA
patient6.gd	"(96, 242, 31)-(96, 244, 34)"	5.561719	175.316673	3.167613	142	43	#00baff	20	"(96, 244, 34)-(97, 246, 40)"	0.75594	0.566159	2	4.246384894	NA
patient6.gd	"(96, 242, 31)-(98, 237, 29)"	9.698224	219.588561	2.684626	174	50	#31ff7fffffffffffffcf	2	"(96, 242, 31)-(96, 244, 34)"	0.847523	1.743746	2	0.789377576	NA
patient6.gd	"(98, 237, 29)-(158, 227, 27)"	104.231239	765.018212	1.528488	446	14	#00a8ff	1	"(96, 242, 31)-(98, 237, 29)"	0.569349	10.747456	0	NA	NA
patient6.gd	"(97, 236, 28)-(98, 237, 29)"	2.097618	3.541751	0.733113	2	0	#4eff7fffffffffffffb2	1	"(96, 242, 31)-(98, 237, 29)"	0.273078	0.216289	0	NA	NA
patient6.gd	"(93, 242, 28)-(96, 242, 31)"	6.744935	154.066168	2.696434	111	24	#ff00c9	18	"(96, 242, 31)-(96, 244, 34)"	0.851251	1.212743	2	4.499364738	NA
