tag	name	len	vol	rad	voxc	defc	col	tips	parent	beta	gamma	nchild	q	s
patient9.gd	"(103, 271, 17)-(105, 260, 24)"	20.279903	2805.066776	6.635348	2195	611	#00ff2f	119	NA	NA	NA	2	1.54108703	1.154656714
patient9.gd	"(105, 260, 24)-(108, 259, 28)"	7.659337	442.718872	4.28937	435	185	#8400ff	97	"(103, 271, 17)-(105, 260, 24)"	0.646442	0.377681	2	1.635872417	NA
patient9.gd	"(108, 259, 28)-(118, 162, 28)"	137.260131	2573.082087	2.442754	1667	214	#1c00ff	16	"(105, 260, 24)-(108, 259, 28)"	0.56949	17.920628	2	4.870751585	0.378548871
patient9.gd	"(118, 162, 28)-(120, 148, 30)"	23.242695	375.425604	2.267482	217	5	#b5ff7fffffffffffff4b	13	"(108, 259, 28)-(118, 162, 28)"	0.928248	0.169333	2	1.175003738	NA
patient9.gd	"(120, 148, 30)-(132, 130, 52)"	52.471686	76.147646	0.679659	43	0	#2600ff	1	"(118, 162, 28)-(120, 148, 30)"	0.299742	2.257556	0	NA	NA
patient9.gd	"(118, 140, 29)-(120, 148, 30)"	11.967903	120.419533	1.789635	68	0	#8aff7fffffffffffff76	12	"(118, 162, 28)-(120, 148, 30)"	0.789261	0.51491	2	NA	NA
patient9.gd	"(118, 140, 29)-(131, 127, 26)"	26.233099	148.753541	1.343488	97	13	#0010ff	3	"(118, 140, 29)-(120, 148, 30)"	0.750705	2.191954	2	1.985964942	NA
patient9.gd	"(131, 127, 26)-(135, 124, 27)"	6.752011	17.708755	0.913698	10	0	#ff000e	1	"(118, 140, 29)-(131, 127, 26)"	0.680093	0.257385	0	NA	NA
patient9.gd	"(121, 112, 7)-(131, 127, 26)"	46.908997	141.670039	0.980474	80	0	#ff007a	2	"(118, 140, 29)-(131, 127, 26)"	0.729797	1.788161	2	NA	0.466151363
patient9.gd	"(121, 112, 7)-(123, 114, 6)"	3.770938	14.167004	1.093552	8	0	#00ff9f	1	"(121, 112, 7)-(131, 127, 26)"	1.11533	0.080388	0	NA	NA
patient9.gd	"(111, 107, 9)-(121, 112, 7)"	21.241829	47.813638	0.846457	27	0	#00ffbe	1	"(121, 112, 7)-(131, 127, 26)"	0.863314	0.452831	0	NA	NA
