tag	name	len	vol	rad	voxc	defc	col	tips	parent	beta	gamma	nchild	q	s
patient4.gd	"(109, 292, 47)-(111, 273, 48)"	25.83895	2603.18697	5.662919	1655	185	#00ff96	154	NA	NA	NA	2	1.664891653	0.62558135
patient4.gd	"(111, 273, 48)-(113, 270, 52)"	7.29377	256.776946	3.34755	194	49	#9eff7fffffffffffff62	1	"(109, 292, 47)-(111, 273, 48)"	0.591135	0.282278	0	NA	NA
patient4.gd	"(110, 267, 47)-(111, 273, 48)"	9.842501	518.866518	4.096379	446	153	#b700ff	153	"(109, 292, 47)-(111, 273, 48)"	0.723369	0.380917	2	NA	NA
patient4.gd	"(110, 266, 48)-(110, 267, 47)"	1.732051	3.541751	0.806777	2	0	#d700ff	2	"(110, 267, 47)-(111, 273, 48)"	0.196949	0.175977	2	NA	NA
patient4.gd	"(110, 266, 48)-(113, 262, 51)"	7.600606	214.275934	2.995626	178	57	#ff0c7ffffffffffffe0f	1	"(110, 266, 48)-(110, 267, 47)"	3.713076	4.388212	0	NA	NA
patient4.gd	"(106, 265, 52)-(110, 266, 48)"	8.024904	286.881829	3.373313	246	84	#ff727ffffffffffffe75	1	"(110, 266, 48)-(110, 267, 47)"	4.181219	4.63318	0	NA	NA
patient4.gd	"(110, 254, 38)-(110, 267, 47)"	22.624202	2220.677864	5.589606	1612	358	#ffb47ffffffffffffeb7	151	"(110, 267, 47)-(111, 273, 48)"	1.364524	2.298623	2	2.844867649	0.850700906
patient4.gd	"(110, 254, 38)-(111, 249, 43)"	9.025821	471.05288	4.075834	375	109	#08ff7ffffffffffffff8	1	"(110, 254, 38)-(110, 267, 47)"	0.729181	0.398945	0	NA	NA
patient4.gd	"(106, 252, 32)-(110, 254, 38)"	11.021866	749.080332	4.651165	610	187	#ff00f9	150	"(110, 254, 38)-(110, 267, 47)"	0.83211	0.487171	2	0.627184286	NA
patient4.gd	"(106, 252, 32)-(113, 219, 33)"	49.024401	1002.315527	2.551063	756	190	#fff87ffffffffffffefb	8	"(106, 252, 32)-(110, 254, 38)"	0.548478	4.447922	2	2.349807685	NA
patient4.gd	"(113, 219, 33)-(118, 217, 32)"	7.445123	93.856401	2.003185	53	0	#fd00ff	2	"(106, 252, 32)-(113, 219, 33)"	0.785236	0.151866	2	1.226513193	NA
patient4.gd	"(118, 217, 32)-(182, 244, 33)"	96.084471	690.641441	1.512602	394	4	#ff006e	1	"(113, 219, 33)-(118, 217, 32)"	0.755099	12.905693	0	NA	NA
