tag	name	len	vol	rad	voxc	defc	col	tips	parent	beta	gamma	nchild	q	s
patient1.gd	"(102, 282, 30)-(106, 288, 27)"	11.339659	925.449772	5.096846	669	159	#ffc67ffffffffffffec9	182	NA	NA	NA	2	1.462636788	1.149340175
patient1.gd	"(106, 288, 27)-(110, 289, 30)"	7.661515	194.162991	2.840213	133	26	#00fff5	95	"(102, 282, 30)-(106, 288, 27)"	0.557249	0.675639	2	5.047846286	NA
patient1.gd	"(110, 289, 30)-(119, 292, 32)"	15.09473	308.483257	2.550517	201	31	#ff427ffffffffffffe45	8	"(106, 288, 27)-(110, 289, 30)"	0.898002	1.970202	2	12.3609861	1.022192052
patient1.gd	"(119, 292, 32)-(121, 289, 36)"	8.104796	123.393303	2.201404	78	10	#7aff7fffffffffffff86	1	"(110, 289, 30)-(119, 292, 32)"	0.863121	0.536929	0	NA	NA
patient1.gd	"(119, 292, 32)-(120, 296, 32)"	7.218234	143.353984	2.514285	94	15	#77ff7fffffffffffff89	7	"(110, 289, 30)-(119, 292, 32)"	0.985794	0.478196	2	7.99298783	NA
patient1.gd	"(120, 296, 32)-(131, 300, 32)"	18.837828	299.41022	2.249277	181	16	#09ff7ffffffffffffff7	5	"(119, 292, 32)-(120, 296, 32)"	0.894599	2.609756	2	2.024863644	1.478445851
patient1.gd	"(131, 300, 32)-(140, 308, 28)"	16.471396	132.46634	1.599973	73	0	#a7ff7fffffffffffff59	2	"(120, 296, 32)-(131, 300, 32)"	0.711328	0.874379	2	1.420910208	NA
patient1.gd	"(140, 308, 28)-(150, 317, 30)"	17.129658	45.365185	0.918147	25	0	#ff000d	1	"(131, 300, 32)-(140, 308, 28)"	0.573851	1.039964	0	NA	NA
patient1.gd	"(140, 308, 28)-(143, 311, 25)"	6.349803	21.775289	1.044785	18	6	#ff00e7	1	"(131, 300, 32)-(140, 308, 28)"	0.653002	0.385505	0	NA	NA
patient1.gd	"(131, 300, 32)-(134, 297, 34)"	5.906522	47.179792	1.594546	29	3	#6c00ff	3	"(120, 296, 32)-(131, 300, 32)"	0.708915	0.313546	2	1.275951747	NA
patient1.gd	"(134, 297, 34)-(147, 315, 34)"	28.684298	67.140474	0.863168	38	1	#70ff7fffffffffffff90	1	"(131, 300, 32)-(134, 297, 34)"	0.541325	4.856377	0	NA	NA
patient1.gd	"(134, 297, 34)-(135, 297, 34)"	1.183216	3.629215	0.988097	2	0	#00ff83	2	"(131, 300, 32)-(134, 297, 34)"	0.619673	0.200324	2	NA	NA
patient1.gd	"(135, 297, 34)-(143, 288, 36)"	15.456338	56.252829	1.076326	37	6	#ff0090	1	"(134, 297, 34)-(135, 297, 34)"	1.089293	13.06299	0	NA	NA
patient1.gd	"(135, 297, 34)-(136, 298, 33)"	2.116601	3.629215	0.738774	2	0	#00ff1f	1	"(134, 297, 34)-(135, 297, 34)"	0.747674	1.788854	0	NA	NA
patient1.gd	"(120, 296, 32)-(126, 315, 35)"	31.078419	540.753004	2.353396	324	26	#ff00b6	2	"(119, 292, 32)-(120, 296, 32)"	0.93601	4.305543	2	1.240926552	0.479000112
patient1.gd	"(126, 315, 35)-(127, 317, 42)"	11.270024	56.252829	1.260477	32	1	#6dff7fffffffffffff93	1	"(120, 296, 32)-(126, 315, 35)"	0.535599	0.362632	0	NA	NA
