tag	name	len	vol	rad	voxc	defc	col	tips	parent	beta	gamma	nchild	q	s
patient14.gd	"(99, 253, 38)-(103, 229, 29)"	43.096208	1940.549234	3.785889	1189	285	#2900ff	55	NA	NA	NA	2	1.910578235	0.463949131
patient14.gd	"(103, 229, 29)-(107, 235, 29)"	14.420944	341.313416	2.744763	201	42	#ff0010	1	"(99, 253, 38)-(103, 229, 29)"	0.724998	0.334622	0	NA	NA
patient14.gd	"(102, 226, 26)-(103, 229, 29)"	5.923886	118.064389	2.518728	76	21	#00fff5	54	"(99, 253, 38)-(103, 229, 29)"	0.665294	0.137457	2	NA	NA
patient14.gd	"(102, 226, 26)-(113, 199, 26)"	51.658292	1015.353747	2.501288	1035	562	#ff0076	6	"(102, 226, 26)-(103, 229, 29)"	0.993076	8.720339	2	1.110884015	0.405987295
patient14.gd	"(113, 199, 26)-(116, 196, 28)"	6.26099	66.545383	1.839342	36	5	#19ff7fffffffffffffe7	5	"(102, 226, 26)-(113, 199, 26)"	0.735358	0.1212	2	NA	NA
patient14.gd	"(116, 196, 28)-(122, 193, 27)"	9.740294	152.410393	2.231754	71	0	#f700ff	4	"(113, 199, 26)-(116, 196, 28)"	1.213344	1.555711	2	1.632808268	NA
patient14.gd	"(122, 193, 27)-(168, 213, 25)"	74.273232	768.491843	1.814799	358	0	#ffc67ffffffffffffec9	1	"(116, 196, 28)-(122, 193, 27)"	0.813172	7.625358	0	NA	NA
patient14.gd	"(122, 193, 27)-(133, 184, 38)"	35.506742	120.211014	1.038106	56	0	#a200ff	3	"(116, 196, 28)-(122, 193, 27)"	0.465153	3.645346	2	NA	0.930401383
patient14.gd	"(133, 184, 38)-(139, 181, 42)"	11.213719	42.932505	1.103935	20	0	#3b00ff	2	"(122, 193, 27)-(133, 184, 38)"	1.063412	0.315819	2	2.989910738	NA
patient14.gd	"(139, 181, 42)-(141, 185, 50)"	17.324444	49.372381	0.95244	23	0	#0003ff	1	"(133, 184, 38)-(139, 181, 42)"	0.862768	1.544933	0	NA	NA
patient14.gd	"(137, 176, 43)-(139, 181, 42)"	7.819656	15.026377	0.782093	7	0	#0086ff	1	"(133, 184, 38)-(139, 181, 42)"	0.70846	0.697329	0	NA	NA
patient14.gd	"(128, 188, 51)-(133, 184, 38)"	22.635952	55.812257	0.885912	26	0	#d0ff7fffffffffffff30	1	"(122, 193, 27)-(133, 184, 38)"	0.853392	0.637511	0	NA	NA
patient14.gd	"(114, 188, 33)-(116, 196, 28)"	13.798596	45.07913	1.019754	25	4	#8900ff	1	"(113, 199, 26)-(116, 196, 28)"	0.554412	2.2039	0	NA	NA
patient14.gd	"(113, 199, 26)-(113, 204, 18)"	13.244467	27.906128	0.81895	14	1	#00feff	1	"(102, 226, 26)-(113, 199, 26)"	0.327411	0.256386	0	NA	NA
patient14.gd	"(100, 229, 22)-(102, 226, 26)"	7.767795	266.181532	3.30267	160	36	#ff00e8	48	"(102, 226, 26)-(103, 229, 29)"	1.311245	1.311267	2	NA	NA
patient14.gd	"(96, 227, 18)-(100, 229, 22)"	8.922597	313.407288	3.343751	177	31	#ff717ffffffffffffe74	47	"(100, 229, 22)-(102, 226, 26)"	1.012439	1.148665	2	1.542044471	1.635899177
patient14.gd	"(95, 228, 17)-(96, 227, 18)"	2.236068	4.293251	0.781764	2	0	#fff87ffffffffffffefb	20	"(96, 227, 18)-(100, 229, 22)"	0.233798	0.250607	2	NA	NA
patient14.gd	"(95, 228, 17)-(95, 230, 16)"	4.024922	60.105507	2.180236	41	13	#ff00bd	19	"(95, 228, 17)-(96, 227, 18)"	2.788867	1.8	2	11.95643563	NA
