tag	name	len	vol	rad	voxc	defc	col	tips	parent	beta	gamma	nchild	q	s
patient18.gd	(106, 210, 30)-(111, 220, 40)	24.761911	1221.429772	3.962481	703	134	#ff6f7ffffffffffffe72	27	NA	NA	NA	2	1.53501703382	0.491385008795
patient18.gd	(106, 208, 29)-(106, 210, 30)	4.024922	55.812257	2.100928	38	12	#ff0010	26	(106, 210, 30)-(111, 220, 40)	0.530205	0.162545	2	NA	NA
patient18.gd	(106, 208, 29)-(112, 184, 30)	36.022837	508.750186	2.120256	259	22	#ff004e	4	(106, 208, 29)-(106, 210, 30)	1.009200	8.949946	2	1.57519509129	NA
patient18.gd	(112, 184, 30)-(115, 182, 29)	5.421618	49.372381	1.702561	23	0	#46ff7fffffffffffffba	3	(106, 208, 29)-(112, 184, 30)	0.802998	0.150505	3	2.12679838236	NA
patient18.gd	(115, 182, 29)-(160, 202, 25)	71.526385	390.685797	1.318578	182	0	#fff87ffffffffffffefb	1	(112, 184, 30)-(115, 182, 29)	0.774467	13.192812	0	NA	NA
patient18.gd	(115, 182, 29)-(118, 182, 23)	11.345503	25.759503	0.850123	13	1	#00f1ff	1	(112, 184, 30)-(115, 182, 29)	0.499320	2.092642	0	NA	NA
patient18.gd	(115, 182, 29)-(117, 184, 27)	4.472136	8.586501	0.781764	4	0	#00ff44	1	(112, 184, 30)-(115, 182, 29)	0.459169	0.824871	0	NA	NA
patient18.gd	(104, 112, 39)-(112, 184, 30)	131.193567	388.539172	0.970926	181	0	#6fff7fffffffffffff91	1	(106, 208, 29)-(112, 184, 30)	0.457929	3.641955	0	NA	NA
patient18.gd	(104, 210, 24)-(106, 208, 29)	8.717276	206.076025	2.743143	137	41	#ff00d5	22	(106, 208, 29)-(106, 210, 30)	1.305682	2.165825	2	1.06794025891	NA
patient18.gd	(104, 210, 24)-(113, 139, 21)	103.377890	1384.573292	2.064758	686	41	#0037ff	6	(104, 210, 24)-(106, 208, 29)	0.752698	11.858967	2	NA	0.294336674698
patient18.gd	(113, 139, 21)-(114, 134, 24)	13.973730	214.662526	2.211297	103	3	#ffbe7ffffffffffffec1	5	(104, 210, 24)-(113, 139, 21)	1.070971	0.135171	2	1.93305939078	NA
patient18.gd	(112, 126, 22)-(114, 134, 24)	13.219598	98.744762	1.541960	48	2	#00ffdc	2	(113, 139, 21)-(114, 134, 24)	0.697310	0.946032	2	1.1858981129	NA
patient18.gd	(112, 126, 22)-(120, 106, 19)	38.425529	113.771139	0.970803	53	0	#ff00a9	1	(112, 126, 22)-(114, 134, 24)	0.629591	2.906709	0	NA	NA
