tag	name	len	vol	rad	voxc	defc	col	tips	parent	beta	gamma	nchild	q	s
patient5.gd	"(118, 244, 39)-(120, 254, 47)"	20.112524	2043.590315	5.687072	1320	166	#00ff04	112	NA	NA	NA	2	1.653403917	NA
patient5.gd	"(120, 254, 47)-(122, 256, 46)"	3.770938	28.334008	1.546516	21	5	#ff217ffffffffffffe24	110	"(118, 244, 39)-(120, 254, 47)"	0.271935	0.187492	2	NA	NA
patient5.gd	"(122, 256, 46)-(128, 259, 40)"	13.893459	465.740254	3.266568	347	84	#0091ff	109	"(120, 254, 47)-(122, 256, 46)"	2.112211	3.684351	2	NA	1
patient5.gd	"(128, 259, 40)-(129, 260, 41)"	2.097618	3.541751	0.733113	2	0	#ff0066	78	"(122, 256, 46)-(128, 259, 40)"	0.224429	0.150979	2	NA	NA
patient5.gd	"(129, 260, 41)-(135, 267, 45)"	13.737976	556.054904	3.589406	352	38	#00ff46	68	"(128, 259, 40)-(129, 260, 41)"	4.896115	6.549323	2	0.987848483	NA
patient5.gd	"(135, 267, 45)-(145, 259, 45)"	17.57472	97.398152	1.328178	100	45	#08ff7ffffffffffffff8	1	"(129, 260, 41)-(135, 267, 45)"	0.370027	1.27928	0	NA	NA
patient5.gd	"(135, 267, 45)-(136, 269, 46)"	3.280834	51.355389	2.232163	38	9	#7dff7fffffffffffff83	67	"(129, 260, 41)-(135, 267, 45)"	0.621875	0.238815	2	NA	NA
patient5.gd	"(136, 269, 46)-(139, 274, 42)"	10.756903	322.299339	3.088241	200	18	#ff0068	66	"(135, 267, 45)-(136, 269, 46)"	1.383519	3.27871	2	0.603740003	NA
patient5.gd	"(139, 274, 42)-(145, 273, 36)"	11.473948	56.668016	1.253827	40	8	#32ff7fffffffffffffce	1	"(136, 269, 46)-(139, 274, 42)"	0.406	1.066659	0	NA	NA
patient5.gd	"(138, 275, 43)-(139, 274, 42)"	2.097618	3.541751	0.733113	2	0	#69ff7fffffffffffff97	65	"(136, 269, 46)-(139, 274, 42)"	0.237389	0.195002	2	NA	NA
patient5.gd	"(138, 275, 43)-(139, 277, 41)"	3.829669	24.792257	1.435498	21	7	#00a5ff	2	"(138, 275, 43)-(139, 274, 42)"	1.958085	1.825723	2	NA	NA
patient5.gd	"(139, 277, 41)-(143, 286, 39)"	13.582492	111.565156	1.616961	66	3	#00ff97	1	"(138, 275, 43)-(139, 277, 41)"	1.126412	3.54665	0	NA	NA
patient5.gd	"(139, 277, 41)-(143, 279, 37)"	7.659337	38.959261	1.272433	22	0	#00c8ff	1	"(138, 275, 43)-(139, 277, 41)"	0.886405	2	0	NA	NA
patient5.gd	"(136, 284, 47)-(138, 275, 43)"	14.555625	155.837043	1.846056	95	7	#ff157ffffffffffffe18	63	"(138, 275, 43)-(139, 274, 42)"	2.518106	6.939122	3	2.984290529	NA
patient5.gd	"(136, 284, 47)-(141, 284, 51)"	8.111419	33.646634	1.149073	19	0	#cbff7fffffffffffff35	1	"(136, 284, 47)-(138, 275, 43)"	0.622447	0.55727	0	NA	NA
patient5.gd	"(136, 284, 47)-(138, 295, 49)"	16.922057	104.481654	1.401905	59	0	#ffd57ffffffffffffed8	1	"(136, 284, 47)-(138, 275, 43)"	0.759405	1.162579	0	NA	NA
patient5.gd	"(134, 283, 47)-(136, 284, 47)"	2.856536	14.167004	1.256447	8	0	#00ffb3	61	"(136, 284, 47)-(138, 275, 43)"	0.680611	0.19625	2	NA	NA
patient5.gd	"(134, 283, 47)-(135, 276, 51)"	10.843418	38.959261	1.069418	22	0	#4cff7fffffffffffffb4	1	"(134, 283, 47)-(136, 284, 47)"	0.851144	3.796003	0	NA	NA
patient5.gd	"(124, 290, 40)-(134, 283, 47)"	18.482046	212.505059	1.913087	128	8	#ff0010	60	"(134, 283, 47)-(136, 284, 47)"	1.522616	6.47009	2	NA	NA
patient5.gd	"(124, 290, 40)-(126, 293, 40)"	7.176309	85.002024	1.941731	54	6	#19ff7fffffffffffffe7	6	"(124, 290, 40)-(134, 283, 47)"	1.014973	0.388285	2	4.815608673	NA
patient5.gd	"(126, 293, 40)-(130, 293, 39)"	7.966173	79.689397	1.784434	50	5	#f700ff	5	"(124, 290, 40)-(126, 293, 40)"	0.918991	1.110066	2	1.841805668	NA
patient5.gd	"(130, 293, 39)-(132, 305, 43)"	18.105273	134.586537	1.538237	76	0	#a200ff	2	"(126, 293, 40)-(130, 293, 39)"	0.862031	2.272769	2	1.292044448	6.109982576
patient5.gd	"(132, 305, 43)-(133, 312, 49)"	11.941088	26.563132	0.841478	15	0	#3b00ff	1	"(130, 293, 39)-(132, 305, 43)"	0.54704	0.659536	0	NA	NA
patient5.gd	"(131, 317, 43)-(132, 305, 43)"	17.864243	51.355389	0.95659	29	0	#d0ff7fffffffffffff30	1	"(130, 293, 39)-(132, 305, 43)"	0.621874	0.986687	0	NA	NA
patient5.gd	"(130, 293, 39)-(131, 294, 39)"	1.67332	3.541751	0.820814	2	0	#0086ff	3	"(126, 293, 40)-(130, 293, 39)"	0.459985	0.210053	2	NA	NA
patient5.gd	"(131, 294, 39)-(149, 308, 37)"	29.981072	161.14967	1.308025	93	2	#2900ff	1	"(130, 293, 39)-(131, 294, 39)"	1.593572	17.917118	0	NA	NA
patient5.gd	"(131, 294, 39)-(135, 295, 42)"	6.869472	40.730136	1.373793	24	1	#0003ff	2	"(130, 293, 39)-(131, 294, 39)"	1.673697	4.105295	2	1.317156741	NA
patient5.gd	"(135, 295, 42)-(144, 294, 43)"	12.543554	31.875759	0.899384	18	0	#ffc67ffffffffffffec9	1	"(131, 294, 39)-(135, 295, 42)"	0.654672	1.825985	0	NA	NA
patient5.gd	"(135, 295, 42)-(141, 303, 46)"	14.103543	23.021381	0.72082	13	0	#00fff5	1	"(131, 294, 39)-(135, 295, 42)"	0.524693	2.053075	0	NA	NA
