tag	name	len	vol	rad	voxc	defc	col	tips	parent	beta	gamma	nchild	q	s
patient17.gd	"(84, 193, 23)-(94, 206, 18)"	30.664122	637.547702	2.572564	305	8	#ff0e7ffffffffffffe11	17	NA	NA	NA	2	3.357431062	NA
patient17.gd	"(94, 206, 18)-(97, 224, 15)"	32.409626	530.216439	2.281995	284	37	#8900ff	13	"(84, 193, 23)-(94, 206, 18)"	0.887051	1.056923	2	0.683305231	0.248996862
patient17.gd	"(97, 224, 15)-(98, 225, 15)"	1.788854	4.293251	0.874039	2	0	#ff0054	7	"(94, 206, 18)-(97, 224, 15)"	0.383015	0.055195	2	NA	NA
patient17.gd	"(98, 225, 15)-(103, 226, 17)"	9.948808	96.598137	1.75802	47	2	#00ffdc	3	"(97, 224, 15)-(98, 225, 15)"	2.011376	5.561553	3	2.984767078	NA
patient17.gd	"(103, 226, 17)-(109, 228, 23)"	16.209798	47.225756	0.962999	22	0	#31ff7fffffffffffffcf	1	"(98, 225, 15)-(103, 226, 17)"	0.547774	1.629321	0	NA	NA
patient17.gd	"(103, 226, 17)-(103, 227, 14)"	12.665469	75.131884	1.374126	41	6	#5fff7fffffffffffffa1	1	"(98, 225, 15)-(103, 226, 17)"	0.781633	1.273064	0	NA	NA
patient17.gd	"(99, 229, 19)-(103, 226, 17)"	7.525901	36.492629	1.242363	26	9	#ff00a9	1	"(98, 225, 15)-(103, 226, 17)"	0.706683	0.756463	0	NA	NA
patient17.gd	"(96, 228, 15)-(98, 225, 15)"	5.868831	62.252132	1.837496	38	9	#00ffb7	4	"(97, 224, 15)-(98, 225, 15)"	2.102305	3.280776	2	3.970766888	NA
patient17.gd	"(96, 228, 15)-(99, 235, 17)"	12.368521	62.252132	1.265736	37	8	#ffbe7ffffffffffffec1	1	"(96, 228, 15)-(98, 225, 15)"	0.688838	2.107493	0	NA	NA
patient17.gd	"(95, 229, 13)-(96, 228, 15)"	3.687818	34.346004	1.721783	22	6	#00c2ff	3	"(96, 228, 15)-(98, 225, 15)"	0.937027	0.628373	2	2.798296315	NA
patient17.gd	"(95, 229, 13)-(95, 233, 13)"	8.049845	55.812257	1.48558	38	12	#ff777ffffffffffffe7a	1	"(95, 229, 13)-(96, 228, 15)"	0.862815	2.182821	0	NA	NA
patient17.gd	"(94, 231, 14)-(95, 229, 13)"	3.500979	15.026377	1.168846	8	1	#ff00c9	2	"(95, 229, 13)-(96, 228, 15)"	0.678858	0.949336	2	NA	NA
patient17.gd	"(94, 231, 14)-(95, 232, 15)"	2.236068	4.293251	0.781764	2	0	#0037ff	1	"(94, 231, 14)-(95, 229, 13)"	0.668834	0.638698	0	NA	NA
patient17.gd	"(92, 233, 14)-(94, 231, 14)"	8.159954	36.492629	1.193119	19	2	#00baff	1	"(94, 231, 14)-(95, 229, 13)"	1.020766	2.330763	0	NA	NA
patient17.gd	"(96, 225, 16)-(97, 224, 15)"	2.236068	4.293251	0.781764	2	0	#82ff7fffffffffffff7e	6	"(94, 206, 18)-(97, 224, 15)"	0.342579	0.068994	2	NA	NA
patient17.gd	"(96, 225, 16)-(98, 226, 19)"	6.316045	34.346004	1.315651	16	0	#9000ff	1	"(96, 225, 16)-(97, 224, 15)"	1.682926	2.824621	0	NA	NA
patient17.gd	"(96, 225, 16)-(96, 226, 20)"	7.657686	92.304886	1.958793	51	8	#0015ff	5	"(96, 225, 16)-(97, 224, 15)"	2.505607	3.424621	2	3.404063723	NA
patient17.gd	"(96, 226, 20)-(110, 136, 26)"	137.25097	1300.854907	1.736928	679	73	#fdff7fffffffffffff03	4	"(96, 225, 16)-(96, 226, 20)"	0.886734	17.923296	2	2.325687008	0.456898042
patient17.gd	"(109, 134, 24)-(110, 136, 26)"	4.079977	15.026377	1.082738	10	3	#00a7ff	2	"(96, 226, 20)-(110, 136, 26)"	0.623364	0.029726	2	1.993794242	NA
patient17.gd	"(109, 134, 24)-(121, 108, 25)"	40.363189	70.838634	0.747425	33	0	#1c00ff	1	"(109, 134, 24)-(110, 136, 26)"	0.69031	9.892995	0	NA	NA
patient17.gd	"(108, 133, 25)-(109, 134, 24)"	2.236068	4.293251	0.781764	2	0	#8c00ff	1	"(109, 134, 24)-(110, 136, 26)"	0.722025	0.548059	0	NA	NA
patient17.gd	"(103, 86, 19)-(110, 136, 26)"	84.07563	562.415818	1.459213	262	0	#00ffcd	2	"(96, 226, 20)-(110, 136, 26)"	0.840112	0.612569	2	27.77040655	0.369734065
patient17.gd	"(103, 86, 19)-(106, 76, 19)"	23.714025	156.703644	1.450314	90	17	#07ff7ffffffffffffff9	1	"(103, 86, 19)-(110, 136, 26)"	0.993901	0.282056	0	NA	NA
patient17.gd	"(103, 85, 23)-(103, 86, 19)"	5.868831	34.346004	1.364858	16	0	#5900ff	1	"(103, 86, 19)-(110, 136, 26)"	0.935338	0.069804	0	NA	NA
patient17.gd	"(95, 231, 20)-(96, 226, 20)"	8.790812	55.812257	1.421593	34	8	#ff0013	1	"(96, 225, 16)-(96, 226, 20)"	0.725749	1.147972	0	NA	NA
patient17.gd	"(77, 130, 27)-(94, 206, 18)"	114.245994	1230.016273	1.851228	637	64	#4eff7fffffffffffffb2	4	"(84, 193, 23)-(94, 206, 18)"	0.719604	3.725722	2	1.848781073	0.73512521
patient17.gd	"(77, 130, 27)-(90, 77, 19)"	101.042755	714.826211	1.500627	333	0	#ff00d5	2	"(77, 130, 27)-(94, 206, 18)"	0.810611	0.884431	2	1.143791505	0.274140757
patient17.gd	"(90, 77, 19)-(93, 75, 18)"	5.421618	10.733126	0.793823	5	0	#fff57ffffffffffffef8	1	"(77, 130, 27)-(90, 77, 19)"	0.528994	0.053657	0	NA	NA
patient17.gd	"(83, 73, 20)-(90, 77, 19)"	11.529149	25.759503	0.843325	12	0	#ff0010	1	"(77, 130, 27)-(90, 77, 19)"	0.561982	0.114102	0	NA	NA
patient17.gd	"(76, 128, 25)-(77, 130, 27)"	4.079977	12.879752	1.002421	10	4	#00a8ff	2	"(77, 130, 27)-(94, 206, 18)"	0.541489	0.035712	2	3.322222843	NA
patient17.gd	"(76, 128, 25)-(79, 125, 23)"	6.26099	12.879752	0.809203	6	0	#005fff	1	"(76, 128, 25)-(77, 130, 27)"	0.807249	1.534565	0	NA	NA
patient17.gd	"(76, 122, 26)-(76, 128, 25)"	8.168464	17.173002	0.818046	8	0	#ffa07ffffffffffffea3	1	"(76, 128, 25)-(77, 130, 27)"	0.816071	2.002086	0	NA	NA
